name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at
Budda Baker,cardinals,S,3.0,"5'10""",195,29.0,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.966774
Kelvin Beachum,cardinals,OT,68.0,"6'3""",308,36.0,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.967915
Trey Benson,cardinals,RB,33.0,"6'0""",216,23.0,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.968090
Isaiah Adams,cardinals,G,74.0,"6'4""",316,25.0,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.964147
Andre Baccellia,cardinals,WR,82.0,"5'10""",175,28.0,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.966262
Joey Blount,cardinals,SAF,32.0,"6'1""",201,26.0,,Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.968612
Ekow Boye-Doe,cardinals,CB,35.0,"6'0""",177,25.0,,Kansas State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.970150
Aaron Brewer,cardinals,LS,46.0,"6'5""",232,27.0,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.970942
Jacoby Brissett,cardinals,QB,7.0,"6'4""",235,32.0,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.971027
Evan Brown,cardinals,C,62.0,"6'3""",320,28.0,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.972131
Sean Murphy-Bunting,cardinals,CB,23.0,"6'0""",195,28.0,,Central Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.972952
Denzel Burke,cardinals,CB,29.0,"5'11""",186,22.0,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.973571
Jordan Burch,cardinals,LB,52.0,"6'4""",279,23.0,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.973272
Baron Browning,cardinals,LB,5.0,"6'3""",240,26.0,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.972428
Calais Campbell,cardinals,DE,93.0,"6'8""",307,38.0,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.976300
Oscar Cardenas,cardinals,TE,45.0,"6'4""",265,,,Texas-San Antonio,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.976996
KeiTrel Clark,cardinals,CB,13.0,"5'10""",181,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.978345
Elliott Brown,cardinals,LB,41.0,"6'5""",240,27.0,,Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.971134
Jeremiah Byers,cardinals,OT,67.0,"6'4""",320,30.0,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.975519
L.J. Collier,cardinals,DE,91.0,"6'3""",291,29.0,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.978855
Michael Carter,cardinals,RB,22.0,"5'8""",201,26.0,,North Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.977488
Hayden Conner,cardinals,G,58.0,"6'6""",314,23.0,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980062
James Conner,cardinals,RB,6.0,"6'1""",233,30.0,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980352
Kitan Crawford,cardinals,SAF,36.0,"5'11""",202,23.0,,Nevada,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980656
Zaven Collins,cardinals,LB,25.0,"6'4""",260,26.0,,Tulsa,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.979100
Jaden Davis,cardinals,DB,39.0,"5'10""",182,24.0,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.981925
DeeJay Dallas,cardinals,RB,20.0,"5'10""",214,26.0,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.981665
McClendon Curtis,cardinals,G,66.0,"6'6""",325,25.0,,Tennessee-Chattanooga,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.981165
Jake Curhan,cardinals,OT,64.0,"6'6""",316,27.0,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.980849
Josiah Deguara,cardinals,TE,47.0,"6'2""",238,28.0,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.982478
Emari Demercado,cardinals,RB,31.0,"5'9""",215,26.0,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.982908
Greg Dortch,cardinals,WR,4.0,"5'7""",175,27.0,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.983084
Josh Fryar,cardinals,OT,78.0,"6'5""",320,23.0,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.984084
Akeem Davis-Gaither,cardinals,LB,27.0,"6'2""",238,27.0,,Appalachian State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.982317
Simi Fehoko,cardinals,WR,80.0,"6'4""",218,27.0,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.983349
Bryson Green,cardinals,WR,30.0,"6'1""",207,22.0,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.985452
Hjalte Froholdt,cardinals,G,72.0,"6'5""",310,28.0,,Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.983792
Blake Gillikin,cardinals,P,12.0,"6'2""",196,27.0,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.984912
Anthony Goodlow,cardinals,DE,95.0,"6'5""",283,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.985296
Jon Gaines II,cardinals,G,59.0,"6'4""",303,26.0,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.984358
Darren Hall,cardinals,CB,30.0,"6'0""",190,42.0,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.985768
Marvin Harrison Jr.,cardinals,WR,18.0,"6'3""",209,22.0,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986079
Sincere Haynesworth,cardinals,OL,61.0,"6'1""",300,24.0,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986361
Elijah Higgins,cardinals,TE,84.0,"6'3""",234,24.0,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986636
Trishton Jackson,cardinals,WR,86.0,"6'1""",191,27.0,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.986872
Patrick Jenkins,cardinals,DE,,"6'2""",293,21.0,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987099
Will Johnson,cardinals,CB,,"6'2""",194,22.0,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987312
Paris Johnson Jr.,cardinals,OT,70.0,"6'6""",313,24.0,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987711
Elijah Jones,cardinals,CB,28.0,"6'1""",185,25.0,,Boston College,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988013
Zay Jones,cardinals,WR,17.0,"6'2""",200,30.0,,East Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988203
Jaylon Jones,cardinals,DB,37.0,"5'11""",190,30.0,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988431
Justin Jones,cardinals,DT,98.0,"6'3""",309,28.0,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.988818
Bam Knight,cardinals,RB,35.0,"5'11""",209,24.0,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989284
Nick Leverett,cardinals,G,60.0,"6'4""",310,28.0,,Rice,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989472
Christian Jones,cardinals,OT,75.0,"6'5""",305,25.0,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.987847
PJ Mustipher,cardinals,DT,79.0,"6'4""",318,26.0,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990622
Vi Jones,cardinals,LB,53.0,"6'2""",225,27.0,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989001
Max Melton,cardinals,CB,16.0,"5'11""",187,23.0,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990137
Kyler Murray,cardinals,QB,1.0,"5'10""",207,27.0,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990479
Trey McBride,cardinals,TE,85.0,"6'4""",246,25.0,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.989826
Royce Newman,cardinals,G,71.0,"6'5""",310,27.0,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.990834
Bilal Nichols,cardinals,DT,92.0,"6'3""",313,28.0,,Delaware,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991014
Walter Nolen,cardinals,DT,97.0,"6'4""",296,21.0,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991226
Tejhaun Palmer,cardinals,WR,83.0,"6'2""",210,25.0,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991763
Tip Reiman,cardinals,TE,87.0,"6'5""",271,23.0,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992241
BJ Ojulari,cardinals,LB,9.0,"6'2""",248,23.0,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.991437
Chad Ryland,cardinals,K,38.0,"6'0""",195,25.0,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.994257
Owen Pappoe,cardinals,LB,44.0,"6'0""",225,24.0,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992105
J.J. Russell,cardinals,ILB,51.0,"6'1""",225,36.0,,Memphis,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.993836
Darius Robinson,cardinals,DL,56.0,"6'5""",285,23.0,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992470
Dante Stills,cardinals,DT,55.0,"6'4""",286,25.0,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.995411
Valentin Senn,cardinals,OT,69.0,"6'7""",310,,,Connecticut,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.994472
Elijah Simmons,cardinals,DL,96.0,"6'1""",334,24.0,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.994788
Josh Sweat,cardinals,OLB,10.0,"6'5""",265,28.0,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.996377
Dadrion Taylor-Demerson,cardinals,DB,42.0,"5'10""",197,24.0,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.996639
Cody Simon,cardinals,LB,50.0,"6'2""",229,23.0,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.995229
Xavier Thomas,cardinals,LB,54.0,"6'2""",245,25.0,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.996898
Starling Thomas V,cardinals,CB,24.0,"5'10""",194,25.0,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.997441
Jammie Robinson,cardinals,SAF,26.0,"5'11""",195,24.0,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.992899
Jalen Thompson,cardinals,DB,34.0,"5'11""",190,27.0,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.998012
Clayton Tune,cardinals,QB,15.0,"6'3""",220,26.0,,Houston,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.998717
Travis Vokolek,cardinals,TE,81.0,"6'6""",260,27.0,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.999089
Dalvin Tomlinson,cardinals,DE,94.0,"6'3""",325,31.0,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.998258
Xavier Weaver,cardinals,WR,89.0,"6'1""",169,24.0,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.000007
Quez Watkins,cardinals,WR,16.0,"6'0""",193,27.0,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.999652
Mykal Walker,cardinals,LB,43.0,"6'3""",230,27.0,,Fresno State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:07.999324
Benton Whitley,cardinals,LB,49.0,"6'4""",260,26.0,,Holy Cross,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.000344
Garrett Williams,cardinals,CB,21.0,"5'10""",192,29.0,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.001166
Mack Wilson,cardinals,LB,2.0,"6'1""",246,27.0,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.001382
Jonah Williams,cardinals,OT,73.0,"6'5""",312,27.0,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.000788
Michael Wilson,cardinals,WR,14.0,"6'2""",213,25.0,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:08.001703
Tyler Allgeier,falcons,RB,25.0,"5'11""",225,25.0,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.107285
Jamal Agnew,falcons,WR,14.0,"5'10""",190,30.0,,San Diego,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.106784
Jessie Bates,falcons,FS,3.0,"6'1""",210,28.0,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108175
Matthew Bergeron,falcons,OL,65.0,"6'5""",315,25.0,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108345
Troy Andersen,falcons,LB,44.0,"6'4""",239,26.0,,Montana State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.107830
Simeon Barrow Jr.,falcons,DL,91.0,"6'1""",283,23.0,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108046
Chris Blair,falcons,WR,19.0,"6'2""",215,27.0,,Alcorn State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.110664
Billy Bowman Jr.,falcons,SAF,33.0,"5'10""",192,22.0,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.111434
JD Bertrand,falcons,LB,40.0,"6'1""",230,25.0,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.108681
Natrone Brooks,falcons,DB,35.0,"5'11""",176,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.112300
Cobee Bryant,falcons,CB,37.0,"6'0""",180,,,Kansas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.112646
Nate Carter,falcons,RB,33.0,"5'10""",202,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.113009
Matthew Cindric,falcons,OL,73.0,"6'4""",295,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.113594
Jashaun Corbin,falcons,RB,,"5'11""",200,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.113943
Kirk Cousins,falcons,QB,18.0,"6'3""",205,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.114283
Brandon Dorlus,falcons,DE,54.0,"6'3""",295,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.114746
Elijah Dotson,falcons,RB,41.0,"5'9""",202,,,Northern Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.115011
Dylan Drummond,falcons,WR,81.0,"6'0""",190,,,Eastern Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.115276
Arnold Ebiketie,falcons,LB,17.0,"6'2""",250,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.115657
Leonard Floyd,falcons,DE,56.0,"6'3""",240,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.116362
Dee Alford,falcons,DB,20.0,"5'11""",180,,,Tusculum College,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.116734
Mike Ford,falcons,DB,28.0,"6'0""",194,,,Southeast Missouri State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.117299
Jordan Fuller,falcons,SAF,27.0,"6'2""",203,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.118688
Divine Deablo,falcons,LB,,"6'3""",226,,,Virginia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.114486
Morgan Fox,falcons,DE,99.0,"6'3""",259,,,Colorado State (Pueblo),,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.117990
Feleipe Franks,falcons,TE,15.0,"6'6""",234,,,Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.118318
Kaden Elliss,falcons,LB,55.0,"6'2""",240,,,Idaho,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.116152
Michael Gonzalez,falcons,OL,,"6'4""",305,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.118917
TaQuon Graham,falcons,DT,95.0,"6'4""",300,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.119104
Joshua Gray,falcons,G,67.0,"6'5""",299,,,Oregon State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.119373
Jovaughn Gwyn,falcons,G,52.0,"6'2""",310,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.119719
Zach Harrison,falcons,DE,96.0,"6'5""",270,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.119998
DeMarcco Hellams,falcons,SAF,23.0,"6'1""",203,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.120237
Kyle Hinton,falcons,G,68.0,"6'2""",315,,,Washburn,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.120664
Emory Jones,falcons,QB,11.0,"6'2""",210,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.122277
Mike Hughes,falcons,CB,21.0,"5'10""",191,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.121271
Lamar Jackson,falcons,CB,38.0,"6'2""",208,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.121652
KhaDarel Hodge,falcons,WR,4.0,"6'2""",208,,,Prairie View A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.120988
Nikola Kalinic,falcons,TE,88.0,"6'4""",245,,,York (Canada),,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.122781
Younghoe Koo,falcons,K,6.0,"5'10""",195,,,Georgia Southern,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.124030
Kevin King,falcons,CB,32.0,"6'3""",200,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.123436
Chris Lindstrom,falcons,G,63.0,"6'3""",310,,,Boston College,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.125197
Lenny Krieg,falcons,K,46.0,"6'1""",211,,,,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.124417
Caleb Johnson,falcons,LB,53.0,"6'2""",220,,,Houston Christian University,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.122002
Nick Kubitz,falcons,ILB,59.0,"6'3""",229,,,North Dakota State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.124886
Drake London,falcons,WR,5.0,"6'4""",213,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.125434
Khalid Kareem,falcons,LB,92.0,"6'4""",268,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.123236
LaCale London,falcons,DT,94.0,"6'3""",330,,,Western Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.125981
Dontae Manning,falcons,CB,41.0,"5'10""",190,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.126750
Jesse Matthews,falcons,WR,86.0,"6'0""",190,,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.127357
Ray-Ray McCloud,falcons,WR,34.0,"5'9""",185,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.127692
Jake Matthews,falcons,OT,70.0,"6'5""",309,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.127092
Liam McCullough,falcons,LS,49.0,"6'2""",247,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.128134
DeAngelo Malone,falcons,LB,51.0,"6'3""",235,,,Western Kentucky,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.126320
Darnell Mooney,falcons,WR,1.0,"5'11""",180,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.128904
Nick Nash,falcons,WR,80.0,"6'2""",203,,,San Jose State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.129112
David Onyemata,falcons,DT,90.0,"6'3""",300,,,Manitoba (Canada),,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.130463
Ryan Neuzil,falcons,G,64.0,"6'3""",301,,,Appalachian State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.129882
Kaleb McGary,falcons,OT,76.0,"6'6""",330,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.128687
Ruke Orhorhoro,falcons,DT,98.0,"6'4""",294,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.131053
Michael Penix Jr.,falcons,QB,9.0,"6'3""",220,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.132045
James Pearce Jr.,falcons,DE,27.0,"6'5""",242,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.131583
Storm Norton,falcons,OT,77.0,"6'7""",310,,,Toledo,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.130198
Jack Nelson,falcons,OT,69.0,"6'7""",314,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.129488
Clark Phillips III,falcons,CB,22.0,"5'9""",185,,,Utah,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.132263
Brandon Parker,falcons,OT,75.0,"6'8""",320,,,North Carolina A&T,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.131381
Kyle Pitts,falcons,TE,8.0,"6'6""",250,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.132902
Makai Polk,falcons,WR,83.0,"6'3""",197,,,Mississippi State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.133274
Teagan Quitoriano,falcons,TE,85.0,"6'6""",259,,,Oregon State,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.133452
Bradley Pinion,falcons,P,13.0,"6'5""",265,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.132523
Bijan Robinson,falcons,RB,7.0,"5'11""",215,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.133965
David Sills,falcons,WR,87.0,"6'3""",211,,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 03:16:16.134282
