name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at,brand_power,proof,proximity,velocity,risk,total_gravity
Jon Gaines II,cardinals,G,59.0,"6'4""",303,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.468761,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Hjalte Froholdt,cardinals,G,72.0,"6'5""",310,,,Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.467075,600.0,2500.0,1050.0,2000.0,6050.0,20.2
DeeJay Dallas,cardinals,RB,20.0,"5'10""",214,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.464811,600.0,0.0,1050.0,0.0,4840.0,8.4
Blake Gillikin,cardinals,P,12.0,"6'2""",196,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.469673,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Anthony Goodlow,cardinals,DE,95.0,"6'5""",283,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.470241,600.0,0.0,1050.0,0.0,7250.0,10.8
Bryson Green,cardinals,WR,30.0,"6'1""",207,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.470538,720.0,0.0,1050.0,0.0,6050.0,10.0
Darren Hall,cardinals,CB,30.0,"6'0""",190,,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.470766,600.0,0.0,1050.0,0.0,4100.0,7.7
Marvin Harrison Jr.,cardinals,WR,18.0,"6'3""",209,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.471043,720.0,0.0,1050.0,0.0,6350.0,10.2
Sincere Haynesworth,cardinals,OL,61.0,"6'1""",300,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.471598,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Elijah Higgins,cardinals,TE,84.0,"6'3""",234,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.471802,600.0,0.0,1160.0,0.0,7250.0,11.1
Trishton Jackson,cardinals,WR,86.0,"6'1""",191,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.471943,720.0,0.0,1050.0,0.0,5750.0,9.7
Patrick Jenkins,cardinals,DE,,"6'2""",293,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.472117,600.0,0.0,1050.0,0.0,7450.0,11.1
Will Johnson,cardinals,CB,,"6'2""",194,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.472506,600.0,0.0,1050.0,0.0,4000.0,7.6
Jaylon Jones,cardinals,DB,37.0,"5'11""",190,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.473717,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Elijah Jones,cardinals,CB,28.0,"6'1""",185,,,Boston College,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.473251,600.0,0.0,1050.0,0.0,4100.0,7.7
Paris Johnson Jr.,cardinals,OT,70.0,"6'6""",313,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.472740,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Christian Jones,cardinals,OT,75.0,"6'5""",305,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.472993,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Zay Jones,cardinals,WR,17.0,"6'2""",200,,,East Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.473505,720.0,0.0,1050.0,0.0,6350.0,10.2
Vi Jones,cardinals,LB,53.0,"6'2""",225,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.474361,600.0,0.0,1050.0,0.0,6050.0,9.7
Bam Knight,cardinals,RB,35.0,"5'11""",209,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.475176,600.0,0.0,1050.0,0.0,4510.0,8.1
Justin Jones,cardinals,DT,98.0,"6'3""",309,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.473864,600.0,0.0,1050.0,0.0,7250.0,10.8
Nick Leverett,cardinals,G,60.0,"6'4""",310,,,Rice,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.475475,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Trey McBride,cardinals,TE,85.0,"6'4""",246,,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.475684,600.0,0.0,1160.0,0.0,7250.0,11.1
Max Melton,cardinals,CB,16.0,"5'11""",187,,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.476017,600.0,0.0,1050.0,0.0,4400.0,8.0
Kyler Murray,cardinals,QB,1.0,"5'10""",207,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.476360,780.0,0.0,1160.0,0.0,8300.0,12.6
PJ Mustipher,cardinals,DT,79.0,"6'4""",318,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.476533,600.0,0.0,1050.0,0.0,7550.0,11.2
Royce Newman,cardinals,G,71.0,"6'5""",310,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.476805,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Bilal Nichols,cardinals,DT,92.0,"6'3""",313,,,Delaware,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.477010,600.0,0.0,1050.0,0.0,7250.0,10.8
Tip Reiman,cardinals,TE,87.0,"6'5""",271,,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.479524,600.0,0.0,1160.0,0.0,7250.0,11.1
Tejhaun Palmer,cardinals,WR,83.0,"6'2""",210,,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.478931,720.0,0.0,1050.0,0.0,5750.0,9.7
Walter Nolen,cardinals,DT,97.0,"6'4""",296,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.478372,600.0,0.0,1050.0,0.0,7250.0,10.8
J.J. Russell,cardinals,ILB,51.0,"6'1""",225,,,Memphis,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.481173,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Darius Robinson,cardinals,DL,56.0,"6'5""",285,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.479774,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Owen Pappoe,cardinals,LB,44.0,"6'0""",225,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.479197,600.0,0.0,1050.0,0.0,6050.0,9.7
Jammie Robinson,cardinals,SAF,26.0,"5'11""",195,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.480291,600.0,2500.0,1050.0,2000.0,6050.0,20.2
BJ Ojulari,cardinals,LB,9.0,"6'2""",248,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.478637,600.0,0.0,1050.0,0.0,6350.0,10.0
Chad Ryland,cardinals,K,38.0,"6'0""",195,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.481669,600.0,2500.0,1050.0,2000.0,6500.0,20.6
Valentin Senn,cardinals,OT,69.0,"6'7""",310,,,Connecticut,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.481825,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Josh Sweat,cardinals,OLB,10.0,"6'5""",265,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.483805,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Dante Stills,cardinals,DT,55.0,"6'4""",286,,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.483503,600.0,0.0,1050.0,0.0,7550.0,11.2
Elijah Simmons,cardinals,DL,96.0,"6'1""",334,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.482423,600.0,2500.0,1050.0,2000.0,5750.0,19.9
Dadrion Taylor-Demerson,cardinals,DB,42.0,"5'10""",197,,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.484707,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Cody Simon,cardinals,LB,50.0,"6'2""",229,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.482606,600.0,0.0,1050.0,0.0,6050.0,9.7
Starling Thomas V,cardinals,CB,24.0,"5'10""",194,,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.485456,600.0,0.0,1050.0,0.0,4100.0,7.7
Jalen Thompson,cardinals,DB,34.0,"5'11""",190,,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.486134,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Dalvin Tomlinson,cardinals,DE,94.0,"6'3""",325,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.486415,600.0,0.0,1050.0,0.0,7250.0,10.8
Clayton Tune,cardinals,QB,15.0,"6'3""",220,,,Houston,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.486716,780.0,0.0,1160.0,0.0,8300.0,12.6
Xavier Thomas,cardinals,LB,54.0,"6'2""",245,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.485229,600.0,0.0,1050.0,0.0,6050.0,9.7
Travis Vokolek,cardinals,TE,81.0,"6'6""",260,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.487231,600.0,0.0,1160.0,0.0,7250.0,11.1
Quez Watkins,cardinals,WR,16.0,"6'0""",193,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.487725,720.0,0.0,1050.0,0.0,6350.0,10.2
Xavier Weaver,cardinals,WR,89.0,"6'1""",169,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.487990,720.0,0.0,1050.0,0.0,5750.0,9.7
Mykal Walker,cardinals,LB,43.0,"6'3""",230,,,Fresno State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.487424,600.0,0.0,1050.0,0.0,6050.0,9.7
Garrett Williams,cardinals,CB,21.0,"5'10""",192,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.488854,600.0,0.0,1050.0,0.0,4100.0,7.7
Benton Whitley,cardinals,LB,49.0,"6'4""",260,,,Holy Cross,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.488339,600.0,0.0,1050.0,0.0,6050.0,9.7
Jonah Williams,cardinals,OT,73.0,"6'5""",312,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.488500,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Michael Wilson,cardinals,WR,14.0,"6'2""",213,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.489620,720.0,0.0,1050.0,0.0,6350.0,10.2
Mack Wilson,cardinals,LB,2.0,"6'1""",246,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:04:50.488999,600.0,0.0,1050.0,0.0,6350.0,10.0
Tyler Allgeier,falcons,RB,25.0,"5'11""",225,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.237915,600.0,0.0,1050.0,0.0,4510.0,8.1
Jamal Agnew,falcons,WR,14.0,"5'10""",190,,,San Diego,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.237350,720.0,0.0,1050.0,0.0,6350.0,10.2
Troy Andersen,falcons,LB,44.0,"6'4""",239,,,Montana State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.238030,600.0,0.0,1050.0,0.0,6050.0,9.7
Jessie Bates,falcons,FS,3.0,"6'1""",210,,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.239358,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Matthew Bergeron,falcons,OL,65.0,"6'5""",315,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.240094,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Chris Blair,falcons,WR,19.0,"6'2""",215,,,Alcorn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.242288,720.0,0.0,1050.0,0.0,6350.0,10.2
Billy Bowman Jr.,falcons,SAF,33.0,"5'10""",192,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.242758,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Nate Carter,falcons,RB,33.0,"5'10""",202,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.244534,600.0,0.0,1050.0,0.0,4510.0,8.1
JD Bertrand,falcons,LB,40.0,"6'1""",230,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.240432,600.0,0.0,1050.0,0.0,6050.0,9.7
Cobee Bryant,falcons,CB,37.0,"6'0""",180,,,Kansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.243868,600.0,0.0,1050.0,0.0,4100.0,7.7
Simeon Barrow Jr.,falcons,DL,91.0,"6'1""",283,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.238314,600.0,2500.0,1050.0,2000.0,5750.0,19.9
Natrone Brooks,falcons,DB,35.0,"5'11""",176,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.243260,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Matthew Cindric,falcons,OL,73.0,"6'4""",295,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.244807,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kirk Cousins,falcons,QB,18.0,"6'3""",205,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.245516,780.0,0.0,1160.0,0.0,8300.0,12.6
Jashaun Corbin,falcons,RB,,"5'11""",200,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.245285,600.0,0.0,1050.0,0.0,4400.0,8.0
Brandon Dorlus,falcons,DE,54.0,"6'3""",295,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.246075,600.0,0.0,1050.0,0.0,7550.0,11.2
Elijah Dotson,falcons,RB,41.0,"5'9""",202,,,Northern Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.246857,600.0,0.0,1050.0,0.0,4510.0,8.1
Dylan Drummond,falcons,WR,81.0,"6'0""",190,,,Eastern Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.247341,720.0,0.0,1050.0,0.0,5750.0,9.7
Divine Deablo,falcons,LB,,"6'3""",226,,,Virginia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.245791,600.0,0.0,1050.0,0.0,5950.0,9.6
Mike Ford,falcons,DB,28.0,"6'0""",194,,,Southeast Missouri State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.248924,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Leonard Floyd,falcons,DE,56.0,"6'3""",240,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.248384,600.0,0.0,1050.0,0.0,7550.0,11.2
Dee Alford,falcons,DB,20.0,"5'11""",180,,,Tusculum College,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.248562,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Arnold Ebiketie,falcons,LB,17.0,"6'2""",250,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.247583,600.0,0.0,1050.0,0.0,6350.0,10.0
Kaden Elliss,falcons,LB,55.0,"6'2""",240,,,Idaho,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.248154,600.0,0.0,1050.0,0.0,6050.0,9.7
Feleipe Franks,falcons,TE,15.0,"6'6""",234,,,Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.249574,600.0,0.0,1160.0,0.0,7850.0,11.7
Jordan Fuller,falcons,SAF,27.0,"6'2""",203,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.249966,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Michael Gonzalez,falcons,OL,,"6'4""",305,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.250315,600.0,2500.0,1050.0,2000.0,5950.0,20.1
Morgan Fox,falcons,DE,99.0,"6'3""",259,,,Colorado State (Pueblo),,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.249315,600.0,0.0,1050.0,0.0,7250.0,10.8
TaQuon Graham,falcons,DT,95.0,"6'4""",300,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.251201,600.0,0.0,1050.0,0.0,7250.0,10.8
Joshua Gray,falcons,G,67.0,"6'5""",299,,,Oregon State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.251473,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jovaughn Gwyn,falcons,G,52.0,"6'2""",310,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.251618,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Zach Harrison,falcons,DE,96.0,"6'5""",270,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.251892,600.0,0.0,1050.0,0.0,7250.0,10.8
Lamar Jackson,falcons,CB,38.0,"6'2""",208,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.253338,600.0,0.0,1050.0,0.0,4100.0,7.7
KhaDarel Hodge,falcons,WR,4.0,"6'2""",208,,,Prairie View A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.252839,720.0,0.0,1050.0,0.0,6350.0,10.2
Mike Hughes,falcons,CB,21.0,"5'10""",191,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.253041,600.0,0.0,1050.0,0.0,4100.0,7.7
DeMarcco Hellams,falcons,SAF,23.0,"6'1""",203,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.252221,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kyle Hinton,falcons,G,68.0,"6'2""",315,,,Washburn,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.252602,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Caleb Johnson,falcons,LB,53.0,"6'2""",220,,,Houston Christian University,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.253529,600.0,0.0,1050.0,0.0,6050.0,9.7
Emory Jones,falcons,QB,11.0,"6'2""",210,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.254154,780.0,0.0,1160.0,0.0,8300.0,12.6
Nikola Kalinic,falcons,TE,88.0,"6'4""",245,,,York (Canada),,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.254419,600.0,0.0,1160.0,0.0,7250.0,11.1
Kevin King,falcons,CB,32.0,"6'3""",200,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.254876,600.0,0.0,1050.0,0.0,4100.0,7.7
Younghoe Koo,falcons,K,6.0,"5'10""",195,,,Georgia Southern,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.255548,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Lenny Krieg,falcons,K,46.0,"6'1""",211,,,,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.255824,600.0,2500.0,1050.0,2000.0,6500.0,20.6
Drake London,falcons,WR,5.0,"6'4""",213,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.256988,720.0,0.0,1050.0,0.0,6350.0,10.2
Khalid Kareem,falcons,LB,92.0,"6'4""",268,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.254653,600.0,0.0,1050.0,0.0,5750.0,9.3
Chris Lindstrom,falcons,G,63.0,"6'3""",310,,,Boston College,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.256606,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Nick Kubitz,falcons,ILB,59.0,"6'3""",229,,,North Dakota State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.256273,600.0,2500.0,1050.0,2000.0,6050.0,20.2
LaCale London,falcons,DT,94.0,"6'3""",330,,,Western Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.257481,600.0,0.0,1050.0,0.0,7250.0,10.8
Dontae Manning,falcons,CB,41.0,"5'10""",190,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.257874,600.0,0.0,1050.0,0.0,4100.0,7.7
Jesse Matthews,falcons,WR,86.0,"6'0""",190,,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.258340,720.0,0.0,1050.0,0.0,5750.0,9.7
Ray-Ray McCloud,falcons,WR,34.0,"5'9""",185,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.258749,720.0,0.0,1050.0,0.0,6050.0,10.0
DeAngelo Malone,falcons,LB,51.0,"6'3""",235,,,Western Kentucky,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.257673,600.0,0.0,1050.0,0.0,6050.0,9.7
Liam McCullough,falcons,LS,49.0,"6'2""",247,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.259339,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jake Matthews,falcons,OT,70.0,"6'5""",309,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.258046,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Darnell Mooney,falcons,WR,1.0,"5'11""",180,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.260478,720.0,0.0,1050.0,0.0,6350.0,10.2
Nick Nash,falcons,WR,80.0,"6'2""",203,,,San Jose State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.260856,720.0,0.0,1050.0,0.0,5750.0,9.7
Ryan Neuzil,falcons,G,64.0,"6'3""",301,,,Appalachian State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.261362,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kaleb McGary,falcons,OT,76.0,"6'6""",330,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.260022,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Storm Norton,falcons,OT,77.0,"6'7""",310,,,Toledo,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.261870,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jack Nelson,falcons,OT,69.0,"6'7""",314,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.261055,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Ruke Orhorhoro,falcons,DT,98.0,"6'4""",294,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.262824,600.0,0.0,1050.0,0.0,7250.0,10.8
David Onyemata,falcons,DT,90.0,"6'3""",300,,,Manitoba (Canada),,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.262073,600.0,0.0,1050.0,0.0,7250.0,10.8
James Pearce Jr.,falcons,DE,27.0,"6'5""",242,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.263701,600.0,0.0,1050.0,0.0,7550.0,11.2
Michael Penix Jr.,falcons,QB,9.0,"6'3""",220,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.264191,780.0,0.0,1160.0,0.0,8300.0,12.6
Clark Phillips III,falcons,CB,22.0,"5'9""",185,,,Utah,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.264635,600.0,0.0,1050.0,0.0,4100.0,7.7
Brandon Parker,falcons,OT,75.0,"6'8""",320,,,North Carolina A&T,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.263120,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Bradley Pinion,falcons,P,13.0,"6'5""",265,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.265055,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Kyle Pitts,falcons,TE,8.0,"6'6""",250,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.265451,600.0,0.0,1160.0,0.0,7850.0,11.7
Makai Polk,falcons,WR,83.0,"6'3""",197,,,Mississippi State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.265611,720.0,0.0,1050.0,0.0,5750.0,9.7
Teagan Quitoriano,falcons,TE,85.0,"6'6""",259,,,Oregon State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.265793,600.0,0.0,1160.0,0.0,7250.0,11.1
Bijan Robinson,falcons,RB,7.0,"5'11""",215,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.266055,600.0,0.0,1050.0,0.0,4840.0,8.4
David Sills,falcons,WR,87.0,"6'3""",211,,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.266496,720.0,0.0,1050.0,0.0,5750.0,9.7
Joshua Simon,falcons,TE,47.0,"6'4""",195,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.266740,600.0,0.0,1160.0,0.0,7550.0,11.4
Quincy Skinner Jr.,falcons,WR,36.0,"6'2""",205,,,Vanderbilt,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.266970,720.0,0.0,1050.0,0.0,6050.0,10.0
Josh Thompson,falcons,DB,,"6'0""",194,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.268404,600.0,2500.0,1050.0,2000.0,5950.0,20.1
Kentavius Street,falcons,DE,93.0,"6'2""",315,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.267650,600.0,0.0,1050.0,0.0,7250.0,10.8
Keith Taylor,falcons,CB,39.0,"6'3""",195,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.267835,600.0,0.0,1050.0,0.0,4100.0,7.7
A.J. Terrell,falcons,CB,24.0,"6'1""",200,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.268256,600.0,0.0,1050.0,0.0,4100.0,7.7
Easton Stick,falcons,QB,12.0,"6'1""",217,,,North Dakota State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.267274,780.0,0.0,1160.0,0.0,8300.0,12.6
Malik Verdon,falcons,SAF,43.0,"6'3""",218,,,Iowa State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.268924,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jalon Walker,falcons,DE,11.0,"6'2""",245,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.269312,600.0,0.0,1050.0,0.0,7850.0,11.5
Carlos Washington,falcons,RB,26.0,"5'11""",210,,,Southeastern Louisiana,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.269720,600.0,0.0,1050.0,0.0,4510.0,8.1
Casey Washington,falcons,WR,82.0,"6'0""",205,,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.269985,720.0,0.0,1050.0,0.0,5750.0,9.7
Xavier Watts,falcons,SAF,31.0,"5'11""",204,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.270663,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Bralen Trice,falcons,LB,48.0,"6'3""",245,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:05:16.268618,600.0,0.0,1050.0,0.0,6050.0,9.7
